decision,trip_ms,conv_trip,sprt_dec,f_int,k_ibr,Br,phi_deg
RESTRAIN,300.0,False,RESTRAIN,0.25560517797911897,0.0,0.6273610117254186,229.94134075246515
RESTRAIN,300.0,False,RESTRAIN,0.1993389250419617,0.0,0.22271784489644494,19.655166827047683
RESTRAIN,300.0,False,RESTRAIN,0.2035021634560863,0.0,0.3919626236893128,181.2287714468926
RESTRAIN,300.0,False,RESTRAIN,0.19638709690615352,0.0,0.1206122558167121,44.489346268131456
RESTRAIN,300.0,False,RESTRAIN,0.16772315226081402,0.0,0.36205050419948703,58.103083532335596
RESTRAIN,300.0,False,RESTRAIN,0.204036954788272,0.0,0.6864739243721006,184.35595440342317
RESTRAIN,300.0,False,RESTRAIN,0.21547224403003018,0.0,0.2825124692500486,204.8654913524701
RESTRAIN,300.0,False,RESTRAIN,0.13773388071478454,0.0,0.5697294383528784,76.33250817048828
RESTRAIN,300.0,False,RESTRAIN,0.17236462978618894,0.0,0.29488470720265586,97.64590171252001
RESTRAIN,300.0,False,RESTRAIN,0.19288415723193542,0.0,0.1323933052847592,102.27873154816706
RESTRAIN,300.0,False,RESTRAIN,0.13995176459076109,0.0,0.6672487997124035,51.05153807907417
RESTRAIN,300.0,False,RESTRAIN,0.22517368812238348,0.0,0.5303810193336218,347.6595067828938
RESTRAIN,300.0,True,RESTRAIN,0.28440806109859584,0.0,0.742911896459398,249.19197510917485
RESTRAIN,300.0,False,RESTRAIN,0.15606825538110158,0.0,0.6110586965475301,39.903059313786386
RESTRAIN,300.0,False,RESTRAIN,0.13723399397811775,0.0,0.7354729398065726,128.5776654918545
RESTRAIN,300.0,False,RESTRAIN,0.19134687409246764,0.0,0.13945327167105628,62.13700641600241
RESTRAIN,300.0,False,RESTRAIN,0.13883810965629406,0.0,0.5531253058801981,84.37900799697056
RESTRAIN,300.0,False,RESTRAIN,0.22821952533893186,0.0,0.33064073099502267,338.21199940681703
RESTRAIN,300.0,False,RESTRAIN,0.14113678037925215,0.0,0.6718558224885923,49.231063186324114
RESTRAIN,300.0,False,RESTRAIN,0.25705876072515155,0.0,0.5220774405447108,316.7322226860209
