dataset,cell,alpha,Rx,snrV,snrI,loc_err_p1,loc_err_p2,Rx_err_p2
emtp,399,0.500,5000.0,inf,inf,12.459370,99.980000,4.836240
emtp,400,0.600,100.0,20.0,20.0,1.816753,9.716728,7.370066
emtp,401,0.600,100.0,20.0,30.0,4.804881,6.375803,7.380285
emtp,402,0.600,100.0,20.0,40.0,3.819739,6.322771,7.522512
emtp,403,0.600,100.0,20.0,inf,3.249457,6.505476,7.455303
emtp,404,0.600,100.0,30.0,20.0,4.654386,6.571638,7.261118
emtp,405,0.600,100.0,30.0,30.0,0.425114,9.744404,7.497875
emtp,406,0.600,100.0,30.0,40.0,0.290536,11.359477,7.447855
emtp,407,0.600,100.0,30.0,inf,2.177755,8.106706,7.452965
emtp,408,0.600,100.0,40.0,20.0,4.764862,6.354351,7.399334
emtp,409,0.600,100.0,40.0,30.0,2.390904,8.130782,7.413489
emtp,410,0.600,100.0,40.0,40.0,0.522536,9.726844,7.499670
emtp,411,0.600,100.0,40.0,inf,0.313701,9.741174,7.512098
emtp,412,0.600,100.0,inf,20.0,1.751763,8.217836,7.420703
emtp,413,0.600,100.0,inf,30.0,1.384194,8.105111,7.539868
emtp,414,0.600,100.0,inf,40.0,0.610128,9.707281,7.503937
emtp,415,0.600,100.0,inf,inf,0.345252,11.172301,7.509395
emtp,416,0.600,500.0,20.0,20.0,2.728328,4.321847,1.131674
emtp,417,0.600,500.0,20.0,30.0,8.985802,11.384041,1.015843
emtp,418,0.600,500.0,20.0,40.0,28.570377,27.356965,0.746990
emtp,419,0.600,500.0,20.0,inf,5.805204,3.953894,1.034612
emtp,420,0.600,500.0,30.0,20.0,16.108123,17.850083,1.139014
emtp,421,0.600,500.0,30.0,30.0,7.413539,12.890558,0.896534
emtp,422,0.600,500.0,30.0,40.0,2.030093,0.586895,1.081501
emtp,423,0.600,500.0,30.0,inf,1.285836,6.256350,0.853402
emtp,424,0.600,500.0,40.0,20.0,52.807070,54.668490,1.220555
emtp,425,0.600,500.0,40.0,30.0,12.981244,10.658352,0.936175
emtp,426,0.600,500.0,40.0,40.0,7.500677,5.502998,0.964780
emtp,427,0.600,500.0,40.0,inf,3.335516,0.482333,0.945423
emtp,428,0.600,500.0,inf,20.0,14.230078,12.234330,0.905954
emtp,429,0.600,500.0,inf,30.0,3.373049,6.406311,0.931533
emtp,430,0.600,500.0,inf,40.0,0.840387,2.974599,0.988479
emtp,431,0.600,500.0,inf,inf,0.713243,2.772729,0.958131
emtp,432,0.600,1000.0,20.0,20.0,58.333333,66.650000,11.361544
emtp,433,0.600,1000.0,20.0,30.0,9.599324,99.983333,11.112346
emtp,434,0.600,1000.0,20.0,40.0,10.026057,99.983333,11.201786
emtp,435,0.600,1000.0,20.0,inf,11.566368,99.983333,11.108891
emtp,436,0.600,1000.0,30.0,20.0,29.451653,99.983333,11.209151
emtp,437,0.600,1000.0,30.0,30.0,28.243801,99.983333,11.100151
emtp,438,0.600,1000.0,30.0,40.0,2.425111,99.983333,11.119655
emtp,439,0.600,1000.0,30.0,inf,0.037543,99.983333,11.097971
emtp,440,0.600,1000.0,40.0,20.0,22.440310,99.983333,11.092169
emtp,441,0.600,1000.0,40.0,30.0,10.641892,99.983333,11.008141
emtp,442,0.600,1000.0,40.0,40.0,11.223197,99.983333,11.054200
emtp,443,0.600,1000.0,40.0,inf,0.830187,99.983333,11.096645
emtp,444,0.600,1000.0,inf,20.0,39.651802,18.729412,12.281818
emtp,445,0.600,1000.0,inf,30.0,10.990296,99.983333,11.120942
emtp,446,0.600,1000.0,inf,40.0,5.582249,99.983333,11.083332
emtp,447,0.600,1000.0,inf,inf,1.815273,11.923049,12.064709
emtp,448,0.600,2000.0,20.0,20.0,91.666667,99.983333,1.068724
emtp,449,0.600,2000.0,20.0,30.0,58.333333,66.650000,1.011520
emtp,450,0.600,2000.0,20.0,40.0,58.333333,51.211584,1.028052
emtp,451,0.600,2000.0,20.0,inf,58.333333,66.650000,1.212217
emtp,452,0.600,2000.0,30.0,20.0,14.385557,14.917374,0.959436
emtp,453,0.600,2000.0,30.0,30.0,28.230131,21.713039,0.946274
emtp,454,0.600,2000.0,30.0,40.0,44.027081,30.104376,0.856132
emtp,455,0.600,2000.0,30.0,inf,23.966343,16.253833,1.040998
emtp,456,0.600,2000.0,40.0,20.0,58.333333,66.650000,1.125704
emtp,457,0.600,2000.0,40.0,30.0,21.565169,19.854130,0.928230
emtp,458,0.600,2000.0,40.0,40.0,26.818191,21.307876,0.964153
emtp,459,0.600,2000.0,40.0,inf,11.802224,12.804122,0.992954
emtp,460,0.600,2000.0,inf,20.0,68.743399,59.800862,1.064623
emtp,461,0.600,2000.0,inf,30.0,30.280339,23.402474,0.921475
emtp,462,0.600,2000.0,inf,40.0,14.946091,14.936469,0.963510
emtp,463,0.600,2000.0,inf,inf,18.148319,16.476473,0.970464
emtp,464,0.600,5000.0,20.0,20.0,91.666667,99.983333,4.376673
emtp,465,0.600,5000.0,20.0,30.0,51.708634,99.983333,4.691828
emtp,466,0.600,5000.0,20.0,40.0,37.674771,99.983333,4.668857
emtp,467,0.600,5000.0,20.0,inf,73.140174,99.983333,4.472401
emtp,468,0.600,5000.0,30.0,20.0,52.408560,99.983333,4.370920
emtp,469,0.600,5000.0,30.0,30.0,80.595550,99.983333,4.795905
emtp,470,0.600,5000.0,30.0,40.0,45.212563,99.983333,4.864945
emtp,471,0.600,5000.0,30.0,inf,67.953739,99.983333,4.717903
emtp,472,0.600,5000.0,40.0,20.0,16.852451,99.983333,4.824034
emtp,473,0.600,5000.0,40.0,30.0,16.075862,99.983333,4.867209
emtp,474,0.600,5000.0,40.0,40.0,20.673993,99.983333,4.853637
emtp,475,0.600,5000.0,40.0,inf,22.481927,99.983333,4.869778
emtp,476,0.600,5000.0,inf,20.0,13.159315,99.983333,4.781006
emtp,477,0.600,5000.0,inf,30.0,42.124703,99.983333,4.780568
emtp,478,0.600,5000.0,inf,40.0,11.562943,99.983333,4.895006
emtp,479,0.600,5000.0,inf,inf,22.629199,99.983333,4.849488
emtp,480,0.700,100.0,20.0,20.0,4.509718,4.297209,7.436321
emtp,481,0.700,100.0,20.0,30.0,3.402571,7.040869,7.346979
emtp,482,0.700,100.0,20.0,40.0,2.464882,11.450670,7.482253
emtp,483,0.700,100.0,20.0,inf,8.837176,17.307148,7.508728
emtp,484,0.700,100.0,30.0,20.0,4.484472,4.223985,7.497643
emtp,485,0.700,100.0,30.0,30.0,2.036910,7.206673,7.379242
emtp,486,0.700,100.0,30.0,40.0,0.044527,8.640767,7.468122
emtp,487,0.700,100.0,30.0,inf,1.093462,8.462615,7.471006
emtp,488,0.700,100.0,40.0,20.0,3.731227,4.243512,7.575242
emtp,489,0.700,100.0,40.0,30.0,1.651517,7.070676,7.532757
emtp,490,0.700,100.0,40.0,40.0,0.786491,8.462238,7.508208
emtp,491,0.700,100.0,40.0,inf,0.736019,8.459482,7.516455
emtp,492,0.700,100.0,inf,20.0,0.284406,9.882289,7.486545
emtp,493,0.700,100.0,inf,30.0,0.288901,8.535051,7.511146
emtp,494,0.700,100.0,inf,40.0,0.014380,8.580698,7.508443
emtp,495,0.700,100.0,inf,inf,0.390793,9.748457,7.509720
emtp,496,0.700,500.0,20.0,20.0,25.491963,25.057788,1.195997
emtp,497,0.700,500.0,20.0,30.0,9.364734,11.289315,1.097731
emtp,498,0.700,500.0,20.0,40.0,18.140088,27.034310,0.878222
emtp,499,0.700,500.0,20.0,inf,11.407100,21.253921,0.808903
emtp,500,0.700,500.0,30.0,20.0,35.691221,34.941223,0.937538
emtp,501,0.700,500.0,30.0,30.0,4.134219,0.280819,0.948300
emtp,502,0.700,500.0,30.0,40.0,5.320476,11.221504,0.912973
emtp,503,0.700,500.0,30.0,inf,7.251474,3.173268,0.917679
emtp,504,0.700,500.0,40.0,20.0,18.428324,16.036006,0.897094
emtp,505,0.700,500.0,40.0,30.0,8.025864,11.379135,1.004499
emtp,506,0.700,500.0,40.0,40.0,1.109514,2.647381,0.959263
emtp,507,0.700,500.0,40.0,inf,0.184012,4.055055,0.969522
emtp,508,0.700,500.0,inf,20.0,6.242800,4.579907,1.058048
emtp,509,0.700,500.0,inf,30.0,9.902609,7.417400,0.970776
emtp,510,0.700,500.0,inf,40.0,1.870388,2.526498,0.953693
emtp,511,0.700,500.0,inf,inf,1.065968,2.656208,0.958976
emtp,512,0.700,1000.0,20.0,20.0,17.584188,99.985714,11.225423
emtp,513,0.700,1000.0,20.0,30.0,35.714286,42.842857,11.032301
emtp,514,0.700,1000.0,20.0,40.0,35.714286,42.842857,11.062298
emtp,515,0.700,1000.0,20.0,inf,10.934097,99.985714,11.196700
emtp,516,0.700,1000.0,30.0,20.0,17.552862,99.985714,11.230163
emtp,517,0.700,1000.0,30.0,30.0,9.659513,99.985714,11.128041
emtp,518,0.700,1000.0,30.0,40.0,6.689623,99.985714,11.081938
emtp,519,0.700,1000.0,30.0,inf,13.907528,99.985714,11.090176
emtp,520,0.700,1000.0,40.0,20.0,23.003610,2.289298,12.340824
emtp,521,0.700,1000.0,40.0,30.0,8.666941,99.985714,11.042722
emtp,522,0.700,1000.0,40.0,40.0,8.177936,99.985714,11.085487
emtp,523,0.700,1000.0,40.0,inf,2.529450,99.985714,11.083362
emtp,524,0.700,1000.0,inf,20.0,44.776715,99.985714,11.091507
emtp,525,0.700,1000.0,inf,30.0,14.861353,99.985714,11.035844
emtp,526,0.700,1000.0,inf,40.0,1.887397,99.985714,11.083461
emtp,527,0.700,1000.0,inf,inf,1.210192,0.864877,12.063927
emtp,528,0.700,2000.0,20.0,20.0,35.714286,34.229305,0.974363
emtp,529,0.700,2000.0,20.0,30.0,52.296345,22.226948,0.854802
emtp,530,0.700,2000.0,20.0,40.0,57.248637,43.973266,1.036378
emtp,531,0.700,2000.0,20.0,inf,35.714286,42.207032,0.717609
emtp,532,0.700,2000.0,30.0,20.0,35.714286,16.994711,1.029331
emtp,533,0.700,2000.0,30.0,30.0,35.714286,17.206120,0.960186
emtp,534,0.700,2000.0,30.0,40.0,35.714286,25.090635,0.987962
emtp,535,0.700,2000.0,30.0,inf,35.714286,25.044263,1.008553
emtp,536,0.700,2000.0,40.0,20.0,56.275774,36.734273,0.986371
emtp,537,0.700,2000.0,40.0,30.0,22.802142,9.878379,0.961392
emtp,538,0.700,2000.0,40.0,40.0,34.413446,14.272119,0.979995
emtp,539,0.700,2000.0,40.0,inf,29.196548,11.603564,0.979419
emtp,540,0.700,2000.0,inf,20.0,21.990161,10.312643,0.936763
emtp,541,0.700,2000.0,inf,30.0,24.037251,8.726439,1.005950
emtp,542,0.700,2000.0,inf,40.0,12.831306,5.465960,0.972816
emtp,543,0.700,2000.0,inf,inf,18.987627,8.351658,0.965794
emtp,544,0.700,5000.0,20.0,20.0,10.566098,99.985714,4.972263
emtp,545,0.700,5000.0,20.0,30.0,22.217461,99.985714,4.833918
emtp,546,0.700,5000.0,20.0,40.0,72.464981,99.985714,4.735305
emtp,547,0.700,5000.0,20.0,inf,49.656995,99.985714,4.529143
emtp,548,0.700,5000.0,30.0,20.0,67.315827,99.985714,4.706904
emtp,549,0.700,5000.0,30.0,30.0,76.148965,99.985714,4.945680
emtp,550,0.700,5000.0,30.0,40.0,45.217790,99.985714,4.798119
emtp,551,0.700,5000.0,30.0,inf,31.927793,99.985714,4.852116
emtp,552,0.700,5000.0,40.0,20.0,92.857143,99.985714,4.517766
emtp,553,0.700,5000.0,40.0,30.0,40.724043,99.985714,4.871886
emtp,554,0.700,5000.0,40.0,40.0,30.635517,99.985714,4.852651
emtp,555,0.700,5000.0,40.0,inf,34.651755,99.985714,4.848386
emtp,556,0.700,5000.0,inf,20.0,9.798649,99.985714,5.197595
emtp,557,0.700,5000.0,inf,30.0,18.352860,99.985714,4.913696
emtp,558,0.700,5000.0,inf,40.0,29.059086,99.985714,4.874059
emtp,559,0.700,5000.0,inf,inf,30.807542,99.985714,4.859215
emtp,560,0.800,100.0,20.0,20.0,6.985406,13.972306,7.646577
emtp,561,0.800,100.0,20.0,30.0,2.030944,6.341586,7.461178
emtp,562,0.800,100.0,20.0,40.0,3.354425,5.161028,7.377076
emtp,563,0.800,100.0,20.0,inf,5.923769,12.714011,7.703691
emtp,564,0.800,100.0,30.0,20.0,3.577306,3.915873,7.495479
emtp,565,0.800,100.0,30.0,30.0,1.122984,6.441622,7.495500
emtp,566,0.800,100.0,30.0,40.0,0.121147,7.693395,7.507511
emtp,567,0.800,100.0,30.0,inf,0.043274,7.688158,7.501608
emtp,568,0.800,100.0,40.0,20.0,3.039666,11.404119,7.473406
emtp,569,0.800,100.0,40.0,30.0,2.349518,6.291784,7.461980
emtp,570,0.800,100.0,40.0,40.0,0.748877,7.552920,7.513202
emtp,571,0.800,100.0,40.0,inf,0.523981,8.836929,7.500939
emtp,572,0.800,100.0,inf,20.0,3.405429,4.999135,7.510611
emtp,573,0.800,100.0,inf,30.0,0.976069,8.930881,7.479767
emtp,574,0.800,100.0,inf,40.0,0.252926,7.636559,7.506880
emtp,575,0.800,100.0,inf,inf,0.427491,8.679632,7.510117
emtp,576,0.800,500.0,20.0,20.0,27.610810,24.074041,0.819153
emtp,577,0.800,500.0,20.0,30.0,14.636386,11.421641,0.948599
emtp,578,0.800,500.0,20.0,40.0,22.551555,17.796147,0.804042
emtp,579,0.800,500.0,20.0,inf,5.287637,11.188576,0.955828
emtp,580,0.800,500.0,30.0,20.0,22.234934,20.220815,0.962823
emtp,581,0.800,500.0,30.0,30.0,1.533218,4.830088,1.064924
emtp,582,0.800,500.0,30.0,40.0,1.463520,4.863926,0.904973
emtp,583,0.800,500.0,30.0,inf,3.507446,1.240250,0.925505
emtp,584,0.800,500.0,40.0,20.0,18.750000,24.987500,0.937635
emtp,585,0.800,500.0,40.0,30.0,2.103776,6.290223,0.980450
emtp,586,0.800,500.0,40.0,40.0,2.164759,2.445979,0.953261
emtp,587,0.800,500.0,40.0,inf,2.196899,2.410910,0.961715
emtp,588,0.800,500.0,inf,20.0,6.111112,8.779454,1.072272
emtp,589,0.800,500.0,inf,30.0,0.257711,4.895176,0.956265
emtp,590,0.800,500.0,inf,40.0,2.407137,2.386433,0.957819
emtp,591,0.800,500.0,inf,inf,1.352502,3.620678,0.961676
emtp,592,0.800,1000.0,20.0,20.0,18.750000,24.987500,11.107510
emtp,593,0.800,1000.0,20.0,30.0,14.244236,99.987500,11.243913
emtp,594,0.800,1000.0,20.0,40.0,0.982807,11.630436,12.520722
emtp,595,0.800,1000.0,20.0,inf,1.796473,12.506148,12.283490
emtp,596,0.800,1000.0,30.0,20.0,18.750000,24.987500,10.979851
emtp,597,0.800,1000.0,30.0,30.0,10.059928,99.987500,11.045450
emtp,598,0.800,1000.0,30.0,40.0,18.750000,24.987500,11.088698
emtp,599,0.800,1000.0,30.0,inf,6.758291,99.987500,11.115931
emtp,600,0.800,1000.0,40.0,20.0,13.553658,99.987500,11.029419
emtp,601,0.800,1000.0,40.0,30.0,2.757797,99.987500,11.047103
emtp,602,0.800,1000.0,40.0,40.0,8.265012,99.987500,11.082904
emtp,603,0.800,1000.0,40.0,inf,5.413302,99.987500,11.072680
emtp,604,0.800,1000.0,inf,20.0,18.750000,24.987500,11.089647
emtp,605,0.800,1000.0,inf,30.0,16.506642,24.987500,11.009942
emtp,606,0.800,1000.0,inf,40.0,2.883690,99.987500,11.103377
emtp,607,0.800,1000.0,inf,inf,0.825331,8.835834,12.068184
emtp,608,0.800,2000.0,20.0,20.0,18.750000,24.987500,0.920553
emtp,609,0.800,2000.0,20.0,30.0,18.750000,24.987500,0.872780
emtp,610,0.800,2000.0,20.0,40.0,64.749940,29.461553,0.733666
emtp,611,0.800,2000.0,20.0,inf,63.732316,87.404614,1.212839
emtp,612,0.800,2000.0,30.0,20.0,90.319218,61.374791,0.908184
emtp,613,0.800,2000.0,30.0,30.0,18.750000,24.987500,1.072436
emtp,614,0.800,2000.0,30.0,40.0,18.750000,17.209948,1.017330
emtp,615,0.800,2000.0,30.0,inf,18.750000,6.020470,0.880845
emtp,616,0.800,2000.0,40.0,20.0,16.818352,0.340118,0.831578
emtp,617,0.800,2000.0,40.0,30.0,18.750000,2.683650,0.901429
emtp,618,0.800,2000.0,40.0,40.0,18.750000,8.229157,0.976316
emtp,619,0.800,2000.0,40.0,inf,18.750000,4.895459,0.949385
emtp,620,0.800,2000.0,inf,20.0,42.814543,31.812354,0.997587
emtp,621,0.800,2000.0,inf,30.0,18.750000,2.438201,1.015089
emtp,622,0.800,2000.0,inf,40.0,18.750000,3.659781,0.931860
emtp,623,0.800,2000.0,inf,inf,18.750000,1.256056,0.963609
emtp,624,0.800,5000.0,20.0,20.0,93.750000,99.987500,4.816847
emtp,625,0.800,5000.0,20.0,30.0,93.750000,99.987500,4.468200
emtp,626,0.800,5000.0,20.0,40.0,63.982133,99.987500,4.509420
emtp,627,0.800,5000.0,20.0,inf,20.201666,99.987500,5.479243
emtp,628,0.800,5000.0,30.0,20.0,21.729923,99.987500,4.978061
emtp,629,0.800,5000.0,30.0,30.0,21.775335,99.987500,4.962682
emtp,630,0.800,5000.0,30.0,40.0,50.412646,99.987500,4.742933
emtp,631,0.800,5000.0,30.0,inf,38.954808,99.987500,4.847456
emtp,632,0.800,5000.0,40.0,20.0,21.667688,99.987500,4.998151
emtp,633,0.800,5000.0,40.0,30.0,36.930806,99.987500,4.884176
emtp,634,0.800,5000.0,40.0,40.0,30.388245,99.987500,4.907233
emtp,635,0.800,5000.0,40.0,inf,43.725970,99.987500,4.828315
emtp,636,0.800,5000.0,inf,20.0,21.794790,99.987500,4.954776
emtp,637,0.800,5000.0,inf,30.0,21.770421,99.987500,4.963963
emtp,638,0.800,5000.0,inf,40.0,40.396013,99.987500,4.852027
emtp,639,0.800,5000.0,inf,inf,37.717430,99.987500,4.865424
emtp,640,0.900,100.0,20.0,20.0,5.474536,1.218840,7.644661
emtp,641,0.900,100.0,20.0,30.0,1.027362,6.973405,7.353459
emtp,642,0.900,100.0,20.0,40.0,1.598969,4.636005,7.740834
emtp,643,0.900,100.0,20.0,inf,1.763041,5.651311,7.592890
emtp,644,0.900,100.0,30.0,20.0,3.924537,9.305545,7.724063
emtp,645,0.900,100.0,30.0,30.0,0.239701,7.927274,7.536686
emtp,646,0.900,100.0,30.0,40.0,0.109068,6.957524,7.500455
emtp,647,0.900,100.0,30.0,inf,0.056729,7.951621,7.487270
emtp,648,0.900,100.0,40.0,20.0,3.588198,4.716475,7.310095
emtp,649,0.900,100.0,40.0,30.0,0.047041,6.903694,7.560996
emtp,650,0.900,100.0,40.0,40.0,0.146786,6.940234,7.511393
emtp,651,0.900,100.0,40.0,inf,0.231831,6.915551,7.522424
emtp,652,0.900,100.0,inf,20.0,0.158034,9.091346,7.331868
emtp,653,0.900,100.0,inf,30.0,0.287210,7.972721,7.500779
emtp,654,0.900,100.0,inf,40.0,0.575203,6.891227,7.495305
emtp,655,0.900,100.0,inf,inf,0.456764,7.847505,7.510603
emtp,656,0.900,500.0,20.0,20.0,2.339690,10.430028,0.813242
emtp,657,0.900,500.0,20.0,30.0,3.605238,8.988521,0.680132
emtp,658,0.900,500.0,20.0,40.0,5.555556,11.063678,0.943327
emtp,659,0.900,500.0,20.0,inf,5.555556,11.100000,0.847203
emtp,660,0.900,500.0,30.0,20.0,13.049608,8.943576,0.954591
emtp,661,0.900,500.0,30.0,30.0,3.287434,9.174355,0.926903
emtp,662,0.900,500.0,30.0,40.0,2.473597,7.894280,0.973963
emtp,663,0.900,500.0,30.0,inf,3.443586,9.257358,0.913390
emtp,664,0.900,500.0,40.0,20.0,2.263600,5.635469,1.061437
emtp,665,0.900,500.0,40.0,30.0,1.667670,2.333316,1.004054
emtp,666,0.900,500.0,40.0,40.0,1.367864,4.488037,0.946045
emtp,667,0.900,500.0,40.0,inf,1.112258,4.507952,0.952752
emtp,668,0.900,500.0,inf,20.0,5.555556,11.078819,1.091049
emtp,669,0.900,500.0,inf,30.0,0.373844,6.724122,0.936826
emtp,670,0.900,500.0,inf,40.0,1.686495,3.423436,0.962984
emtp,671,0.900,500.0,inf,inf,1.612198,3.436277,0.963102
emtp,672,0.900,1000.0,20.0,20.0,5.555556,11.100000,11.187803
emtp,673,0.900,1000.0,20.0,30.0,5.555556,11.100000,11.074733
emtp,674,0.900,1000.0,20.0,40.0,60.009151,34.903825,12.297489
emtp,675,0.900,1000.0,20.0,inf,5.555556,11.100000,10.983978
emtp,676,0.900,1000.0,30.0,20.0,5.555556,11.100000,11.191151
emtp,677,0.900,1000.0,30.0,30.0,5.555556,11.100000,11.018103
emtp,678,0.900,1000.0,30.0,40.0,15.433363,99.988889,11.096028
emtp,679,0.900,1000.0,30.0,inf,5.555556,11.100000,11.063467
emtp,680,0.900,1000.0,40.0,20.0,5.555556,11.100000,11.219087
emtp,681,0.900,1000.0,40.0,30.0,2.003775,11.100000,11.070041
emtp,682,0.900,1000.0,40.0,40.0,0.669800,99.988889,11.065658
emtp,683,0.900,1000.0,40.0,inf,5.555556,11.100000,11.017791
emtp,684,0.900,1000.0,inf,20.0,5.555556,11.100000,10.989431
emtp,685,0.900,1000.0,inf,30.0,5.555556,11.100000,11.050903
emtp,686,0.900,1000.0,inf,40.0,0.596523,99.988889,11.063148
emtp,687,0.900,1000.0,inf,inf,0.513604,16.413253,12.077296
emtp,688,0.900,2000.0,20.0,20.0,5.555556,0.142809,1.017831
emtp,689,0.900,2000.0,20.0,30.0,13.190082,17.693345,0.915072
emtp,690,0.900,2000.0,20.0,40.0,31.150350,22.390588,0.817712
emtp,691,0.900,2000.0,20.0,inf,62.917543,66.197391,1.125830
emtp,692,0.900,2000.0,30.0,20.0,5.555556,9.253801,0.835826
emtp,693,0.900,2000.0,30.0,30.0,5.555556,11.365483,1.118951
emtp,694,0.900,2000.0,30.0,40.0,5.555556,3.005477,1.012564
emtp,695,0.900,2000.0,30.0,inf,9.988293,16.733110,0.949236
emtp,696,0.900,2000.0,40.0,20.0,5.555556,11.100000,1.241163
emtp,697,0.900,2000.0,40.0,30.0,5.555556,2.991815,0.898887
emtp,698,0.900,2000.0,40.0,40.0,5.555556,0.180770,0.938584
emtp,699,0.900,2000.0,40.0,inf,5.555556,1.611894,0.991417
emtp,700,0.900,2000.0,inf,20.0,55.765091,56.118669,1.108022
emtp,701,0.900,2000.0,inf,30.0,5.991533,15.465734,0.954491
emtp,702,0.900,2000.0,inf,40.0,5.555556,3.145833,0.966906
emtp,703,0.900,2000.0,inf,inf,5.555556,2.850038,0.964094
emtp,704,0.900,5000.0,20.0,20.0,56.121153,99.988889,4.730327
emtp,705,0.900,5000.0,20.0,30.0,59.805459,99.988889,4.673132
emtp,706,0.900,5000.0,20.0,40.0,88.421565,99.988889,4.349138
emtp,707,0.900,5000.0,20.0,inf,40.677154,99.988889,4.854407
emtp,708,0.900,5000.0,30.0,20.0,45.556801,99.988889,4.670973
emtp,709,0.900,5000.0,30.0,30.0,30.481239,99.988889,4.958171
emtp,710,0.900,5000.0,30.0,40.0,47.754025,99.988889,4.884706
emtp,711,0.900,5000.0,30.0,inf,62.234561,99.988889,4.759267
emtp,712,0.900,5000.0,40.0,20.0,46.815730,99.988889,4.865158
emtp,713,0.900,5000.0,40.0,30.0,33.705463,99.988889,4.931457
emtp,714,0.900,5000.0,40.0,40.0,40.797071,99.988889,4.887312
emtp,715,0.900,5000.0,40.0,inf,42.992226,99.988889,4.876684
emtp,716,0.900,5000.0,inf,20.0,94.027817,99.988889,4.470461
emtp,717,0.900,5000.0,inf,30.0,31.514653,99.988889,4.941698
emtp,718,0.900,5000.0,inf,40.0,46.399773,99.988889,4.844463
emtp,719,0.900,5000.0,inf,inf,43.737785,99.988889,4.868117
ref50,0,0.100,100.0,20.0,20.0,13.546906,32.705576,7.776231
ref50,1,0.100,100.0,20.0,30.0,1.190795,52.611313,7.475257
ref50,2,0.100,100.0,20.0,40.0,31.072897,74.308801,7.485823
ref50,3,0.100,100.0,20.0,inf,8.907158,53.726138,7.484276
ref50,4,0.100,100.0,30.0,20.0,26.714297,22.233564,7.625130
ref50,5,0.100,100.0,30.0,30.0,7.624237,53.401785,7.522308
ref50,6,0.100,100.0,30.0,40.0,4.542456,43.203027,7.464361
ref50,7,0.100,100.0,30.0,inf,4.077648,43.014009,7.516199
ref50,8,0.100,100.0,40.0,20.0,34.165757,83.204154,7.555136
ref50,9,0.100,100.0,40.0,30.0,2.143546,52.883888,7.456589
ref50,10,0.100,100.0,40.0,40.0,1.660873,43.615130,7.468264
ref50,11,0.100,100.0,40.0,inf,2.810181,43.282278,7.491849
ref50,12,0.100,100.0,inf,20.0,45.757434,103.498998,7.326895
ref50,13,0.100,100.0,inf,30.0,3.506478,43.670384,7.418299
ref50,14,0.100,100.0,inf,40.0,2.591605,52.777107,7.482252
ref50,15,0.100,100.0,inf,inf,0.564731,52.333051,7.502025
ref50,16,0.100,500.0,20.0,20.0,50.000000,99.900000,0.970075
ref50,17,0.100,500.0,20.0,30.0,50.000000,89.974262,1.040197
ref50,18,0.100,500.0,20.0,40.0,50.000000,99.900000,0.695700
ref50,19,0.100,500.0,20.0,inf,206.553971,202.641830,0.967180
ref50,20,0.100,500.0,30.0,20.0,50.000000,99.900000,1.095199
ref50,21,0.100,500.0,30.0,30.0,25.254022,0.307179,0.900631
ref50,22,0.100,500.0,30.0,40.0,30.027492,9.941983,0.932221
ref50,23,0.100,500.0,30.0,inf,1.876298,29.062689,0.983433
ref50,24,0.100,500.0,40.0,20.0,169.116053,162.445960,1.109600
ref50,25,0.100,500.0,40.0,30.0,16.390331,9.206888,0.952727
ref50,26,0.100,500.0,40.0,40.0,6.628240,19.051345,0.986386
ref50,27,0.100,500.0,40.0,inf,1.075703,20.214159,0.975482
ref50,28,0.100,500.0,inf,20.0,152.150501,141.878897,0.882310
ref50,29,0.100,500.0,inf,30.0,38.343331,20.010064,0.943214
ref50,30,0.100,500.0,inf,40.0,13.081326,9.938886,0.942264
ref50,31,0.100,500.0,inf,inf,14.180686,9.571758,0.957120
ref50,32,0.100,1000.0,20.0,20.0,412.192009,99.900000,11.016822
ref50,33,0.100,1000.0,20.0,30.0,1.887229,395.566293,12.487504
ref50,34,0.100,1000.0,20.0,40.0,50.000000,99.900000,10.991114
ref50,35,0.100,1000.0,20.0,inf,50.000000,99.900000,11.050827
ref50,36,0.100,1000.0,30.0,20.0,56.342904,99.900000,11.229467
ref50,37,0.100,1000.0,30.0,30.0,50.000000,99.900000,11.055826
ref50,38,0.100,1000.0,30.0,40.0,26.925364,99.900000,11.019579
ref50,39,0.100,1000.0,30.0,inf,30.460687,99.900000,11.028331
ref50,40,0.100,1000.0,40.0,20.0,50.000000,99.900000,11.056944
ref50,41,0.100,1000.0,40.0,30.0,104.450222,99.900000,11.075836
ref50,42,0.100,1000.0,40.0,40.0,26.345631,99.900000,11.054271
ref50,43,0.100,1000.0,40.0,inf,7.232518,99.900000,11.023449
ref50,44,0.100,1000.0,inf,20.0,394.367636,99.900000,11.045106
ref50,45,0.100,1000.0,inf,30.0,81.737991,99.900000,11.063608
ref50,46,0.100,1000.0,inf,40.0,18.591808,99.900000,11.052356
ref50,47,0.100,1000.0,inf,inf,48.174995,438.960080,12.139149
ref50,48,0.100,2000.0,20.0,20.0,50.000000,99.900000,0.949092
ref50,49,0.100,2000.0,20.0,30.0,18.127382,159.967666,0.957154
ref50,50,0.100,2000.0,20.0,40.0,850.000000,738.749305,1.237514
ref50,51,0.100,2000.0,20.0,inf,224.176806,193.236453,1.129532
ref50,52,0.100,2000.0,30.0,20.0,187.486451,302.428563,1.014196
ref50,53,0.100,2000.0,30.0,30.0,429.482251,465.955038,1.042170
ref50,54,0.100,2000.0,30.0,40.0,102.318895,181.439536,1.046943
